date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2017253,2017-09-10,MCD15A3H,Fpar_500m,0.2600,0.7800,11.1900,0.5200,0.5889,0.0174,0.1319,25,19,76.00
A2017257,2017-09-14,MCD15A3H,Fpar_500m,0.2000,0.7600,8.8500,0.5600,0.4917,0.0298,0.1727,25,18,72.00
A2017261,2017-09-18,MCD15A3H,Fpar_500m,0.2500,0.5800,6.3000,0.3300,0.3938,0.0096,0.0980,25,16,64.00
A2017265,2017-09-22,MCD15A3H,Fpar_500m,0.1200,0.3500,0.8000,0.2300,0.2667,0.0108,0.1040,25,3,12.00
A2017269,2017-09-26,MCD15A3H,Fpar_500m,0.6000,0.9000,20.5700,0.3000,0.8228,0.0057,0.0754,25,25,100.00
A2017273,2017-09-30,MCD15A3H,Fpar_500m,0.6500,0.9200,20.4500,0.2700,0.8180,0.0045,0.0668,25,25,100.00
A2017277,2017-10-04,MCD15A3H,Fpar_500m,0.3000,0.5600,2.5900,0.2600,0.4317,0.0072,0.0851,25,6,24.00
A2017281,2017-10-08,MCD15A3H,Fpar_500m,0.4800,0.6500,9.9000,0.1700,0.6188,0.0017,0.0411,25,16,64.00
A2017285,2017-10-12,MCD15A3H,Fpar_500m,0.5300,0.8500,19.2300,0.3200,0.7692,0.0065,0.0804,25,25,100.00
A2017289,2017-10-16,MCD15A3H,Fpar_500m,0.4500,0.8900,18.3200,0.4400,0.7328,0.0111,0.1055,25,25,100.00
A2017293,2017-10-20,MCD15A3H,Fpar_500m,0.5600,0.8900,19.3600,0.3300,0.7744,0.0078,0.0881,25,25,100.00
A2017297,2017-10-24,MCD15A3H,Fpar_500m,0.1600,0.8200,6.8000,0.6600,0.4533,0.0424,0.2059,25,15,60.00
A2017301,2017-10-28,MCD15A3H,Fpar_500m,0.0800,0.8000,8.5600,0.7200,0.5350,0.0385,0.1963,25,16,64.00
A2017305,2017-11-01,MCD15A3H,Fpar_500m,0.1800,0.7500,7.1600,0.5700,0.3768,0.0261,0.1615,25,19,76.00
A2017309,2017-11-05,MCD15A3H,Fpar_500m,0.0900,0.2700,0.5900,0.1800,0.1967,0.0060,0.0772,25,3,12.00
A2017313,2017-11-09,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2017317,2017-11-13,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2017321,2017-11-17,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2017325,2017-11-21,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2017329,2017-11-25,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2017333,2017-11-29,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2017337,2017-12-03,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2017341,2017-12-07,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2017345,2017-12-11,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2017349,2017-12-15,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2017353,2017-12-19,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2017357,2017-12-23,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2017361,2017-12-27,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2017365,2017-12-31,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018001,2018-01-01,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018005,2018-01-05,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018009,2018-01-09,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018013,2018-01-13,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018017,2018-01-17,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018021,2018-01-21,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018025,2018-01-25,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018029,2018-01-29,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018033,2018-02-02,MCD15A3H,Fpar_500m,0.2500,0.6400,12.0300,0.3900,0.4812,0.0096,0.0979,25,25,100.00
A2018037,2018-02-06,MCD15A3H,Fpar_500m,0.1800,0.8400,16.5500,0.6600,0.6620,0.0282,0.1678,25,25,100.00
A2018041,2018-02-10,MCD15A3H,Fpar_500m,0.3900,0.7000,14.8000,0.3100,0.5920,0.0102,0.1009,25,25,100.00
A2018045,2018-02-14,MCD15A3H,Fpar_500m,0.3400,0.7500,15.1800,0.4100,0.6072,0.0126,0.1124,25,25,100.00
A2018049,2018-02-18,MCD15A3H,Fpar_500m,0.3600,0.7000,12.8800,0.3400,0.5152,0.0086,0.0928,25,25,100.00
A2018053,2018-02-22,MCD15A3H,Fpar_500m,0.3900,0.8300,15.4800,0.4400,0.6192,0.0149,0.1220,25,25,100.00
A2018057,2018-02-26,MCD15A3H,Fpar_500m,0.3500,0.7400,14.7300,0.3900,0.5892,0.0119,0.1091,25,25,100.00
A2018061,2018-03-02,MCD15A3H,Fpar_500m,0.3500,0.7000,13.3900,0.3500,0.5356,0.0112,0.1060,25,25,100.00
A2018065,2018-03-06,MCD15A3H,Fpar_500m,0.2600,0.7700,14.1500,0.5100,0.5660,0.0124,0.1114,25,25,100.00
A2018069,2018-03-10,MCD15A3H,Fpar_500m,0.2500,0.6600,12.6600,0.4100,0.5064,0.0135,0.1163,25,25,100.00
A2018073,2018-03-14,MCD15A3H,Fpar_500m,0.2100,0.7000,6.6900,0.4900,0.4779,0.0397,0.1992,25,14,56.00
A2018077,2018-03-18,MCD15A3H,Fpar_500m,0.0700,0.8400,10.7900,0.7700,0.4691,0.0376,0.1939,25,23,92.00
A2018081,2018-03-22,MCD15A3H,Fpar_500m,0.4100,0.8300,15.3700,0.4200,0.6148,0.0113,0.1064,25,25,100.00
A2018085,2018-03-26,MCD15A3H,Fpar_500m,0.0700,0.5400,3.3700,0.4700,0.2808,0.0206,0.1436,25,12,48.00
A2018089,2018-03-30,MCD15A3H,Fpar_500m,0.1300,0.4500,8.8900,0.3200,0.3556,0.0065,0.0807,25,25,100.00
A2018093,2018-04-03,MCD15A3H,Fpar_500m,0.3200,0.7300,14.5100,0.4100,0.5804,0.0126,0.1122,25,25,100.00
A2018097,2018-04-07,MCD15A3H,Fpar_500m,0.4100,0.7800,15.7000,0.3700,0.6280,0.0152,0.1233,25,25,100.00
A2018101,2018-04-11,MCD15A3H,Fpar_500m,0.4500,0.7300,14.8900,0.2800,0.5956,0.0111,0.1053,25,25,100.00
A2018105,2018-04-15,MCD15A3H,Fpar_500m,0.4400,0.7800,14.7700,0.3400,0.5908,0.0077,0.0879,25,25,100.00
A2018109,2018-04-19,MCD15A3H,Fpar_500m,0.6300,0.8300,18.8600,0.2000,0.7544,0.0033,0.0571,25,25,100.00
A2018113,2018-04-23,MCD15A3H,Fpar_500m,0.4200,0.8900,17.8100,0.4700,0.7421,0.0196,0.1399,25,24,96.00
A2018117,2018-04-27,MCD15A3H,Fpar_500m,0.6600,0.8500,19.0300,0.1900,0.7612,0.0028,0.0528,25,25,100.00
A2018121,2018-05-01,MCD15A3H,Fpar_500m,0.6300,0.9600,21.0600,0.3300,0.8424,0.0061,0.0782,25,25,100.00
A2018125,2018-05-05,MCD15A3H,Fpar_500m,0.8100,0.9500,22.3300,0.1400,0.8932,0.0013,0.0359,25,25,100.00
A2018129,2018-05-09,MCD15A3H,Fpar_500m,0.5100,0.9400,19.1200,0.4300,0.8313,0.0166,0.1288,25,23,92.00
A2018133,2018-05-13,MCD15A3H,Fpar_500m,0.7900,0.9400,19.8200,0.1500,0.9009,0.0013,0.0355,25,22,88.00
A2018137,2018-05-17,MCD15A3H,Fpar_500m,0.7900,0.8500,2.4900,0.0600,0.8300,0.0008,0.0283,25,3,12.00
A2018141,2018-05-21,MCD15A3H,Fpar_500m,0.8400,0.9500,16.1900,0.1100,0.8994,0.0010,0.0324,25,18,72.00
A2018145,2018-05-25,MCD15A3H,Fpar_500m,0.6200,0.9500,21.8900,0.3300,0.8756,0.0047,0.0685,25,25,100.00
A2018149,2018-05-29,MCD15A3H,Fpar_500m,0.4500,0.9200,17.2500,0.4700,0.6900,0.0204,0.1428,25,25,100.00
A2018153,2018-06-02,MCD15A3H,Fpar_500m,0.6700,0.9000,4.9300,0.2300,0.8217,0.0067,0.0821,25,6,24.00
A2018157,2018-06-06,MCD15A3H,Fpar_500m,0.2400,0.9300,18.6500,0.6900,0.7460,0.0654,0.2558,25,25,100.00
A2018161,2018-06-10,MCD15A3H,Fpar_500m,0.3700,0.4700,1.2100,0.1000,0.4033,0.0022,0.0471,25,3,12.00
A2018165,2018-06-14,MCD15A3H,Fpar_500m,0.4300,0.5400,0.9700,0.1100,0.4850,0.0030,0.0550,25,2,8.00
A2018169,2018-06-18,MCD15A3H,Fpar_500m,0.2900,0.7800,6.7600,0.4900,0.5200,0.0226,0.1503,25,13,52.00
A2018173,2018-06-22,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018177,2018-06-26,MCD15A3H,Fpar_500m,0.5500,0.9400,17.2000,0.3900,0.8600,0.0101,0.1003,25,20,80.00
A2018181,2018-06-30,MCD15A3H,Fpar_500m,0.4300,0.9400,16.4100,0.5100,0.7459,0.0288,0.1697,25,22,88.00
A2018185,2018-07-04,MCD15A3H,Fpar_500m,0.4800,0.9400,14.5200,0.4600,0.8067,0.0161,0.1269,25,18,72.00
A2018189,2018-07-08,MCD15A3H,Fpar_500m,0.3000,0.7800,3.3300,0.4800,0.5550,0.0242,0.1556,25,6,24.00
A2018193,2018-07-12,MCD15A3H,Fpar_500m,0.2700,0.9400,19.2900,0.6700,0.8387,0.0244,0.1563,25,23,92.00
A2018197,2018-07-16,MCD15A3H,Fpar_500m,0.2700,0.8900,11.7700,0.6200,0.4904,0.0333,0.1824,25,24,96.00
A2018201,2018-07-20,MCD15A3H,Fpar_500m,0.3100,0.8700,16.7000,0.5600,0.6680,0.0188,0.1373,25,25,100.00
A2018205,2018-07-24,MCD15A3H,Fpar_500m,0.6500,0.9500,21.8900,0.3000,0.8756,0.0037,0.0610,25,25,100.00
A2018209,2018-07-28,MCD15A3H,Fpar_500m,0.5900,0.9100,15.3600,0.3200,0.8084,0.0110,0.1048,25,19,76.00
A2018213,2018-08-01,MCD15A3H,Fpar_500m,0.4600,0.9100,18.9100,0.4500,0.7564,0.0121,0.1098,25,25,100.00
A2018217,2018-08-05,MCD15A3H,Fpar_500m,0.5900,0.9400,21.1600,0.3500,0.8464,0.0095,0.0974,25,25,100.00
A2018221,2018-08-09,MCD15A3H,Fpar_500m,0.3500,0.9300,16.6800,0.5800,0.8340,0.0237,0.1541,25,20,80.00
A2018225,2018-08-13,MCD15A3H,Fpar_500m,0.4200,0.9200,16.1500,0.5000,0.7690,0.0202,0.1421,25,21,84.00
A2018229,2018-08-17,MCD15A3H,Fpar_500m,0.2800,0.9400,13.3900,0.6600,0.6695,0.0612,0.2474,25,20,80.00
A2018233,2018-08-21,MCD15A3H,Fpar_500m,0.6300,0.9400,14.3200,0.3100,0.7956,0.0082,0.0904,25,18,72.00
A2018237,2018-08-25,MCD15A3H,Fpar_500m,0.1200,0.1200,0.1200,0.0000,0.1200,0.0000,0.0000,25,1,4.00
A2018241,2018-08-29,MCD15A3H,Fpar_500m,0.5200,0.9300,18.5500,0.4100,0.7420,0.0111,0.1054,25,25,100.00
A2018245,2018-09-02,MCD15A3H,Fpar_500m,0.3200,0.9600,19.1400,0.6400,0.7656,0.0432,0.2079,25,25,100.00
A2018249,2018-09-06,MCD15A3H,Fpar_500m,0.5700,0.9500,19.0100,0.3800,0.8265,0.0087,0.0932,25,23,92.00
A2018253,2018-09-10,MCD15A3H,Fpar_500m,0.6700,0.9500,20.8000,0.2800,0.8667,0.0026,0.0511,25,24,96.00
A2018257,2018-09-14,MCD15A3H,Fpar_500m,0.5400,0.9300,20.9600,0.3900,0.8384,0.0066,0.0810,25,25,100.00
A2018261,2018-09-18,MCD15A3H,Fpar_500m,0.6500,0.9600,21.7100,0.3100,0.8684,0.0056,0.0746,25,25,100.00
A2018265,2018-09-22,MCD15A3H,Fpar_500m,0.4000,0.8400,15.1100,0.4400,0.6044,0.0172,0.1310,25,25,100.00
A2018269,2018-09-26,MCD15A3H,Fpar_500m,0.3700,0.9400,21.0800,0.5700,0.8432,0.0160,0.1266,25,25,100.00
A2018273,2018-09-30,MCD15A3H,Fpar_500m,0.5700,0.9600,20.0800,0.3900,0.8367,0.0093,0.0967,25,24,96.00
A2018277,2018-10-04,MCD15A3H,Fpar_500m,0.5600,0.9100,20.7500,0.3500,0.8300,0.0073,0.0852,25,25,100.00
A2018281,2018-10-08,MCD15A3H,Fpar_500m,0.5700,0.9000,20.1100,0.3300,0.8044,0.0052,0.0724,25,25,100.00
A2018285,2018-10-12,MCD15A3H,Fpar_500m,0.5900,0.9200,20.2700,0.3300,0.8108,0.0072,0.0850,25,25,100.00
A2018289,2018-10-16,MCD15A3H,Fpar_500m,0.5600,0.8800,18.6100,0.3200,0.7444,0.0068,0.0827,25,25,100.00
A2018293,2018-10-20,MCD15A3H,Fpar_500m,0.2600,0.7100,11.8800,0.4500,0.4950,0.0109,0.1044,25,24,96.00
A2018297,2018-10-24,MCD15A3H,Fpar_500m,0.2500,0.5700,10.3200,0.3200,0.4300,0.0060,0.0774,25,24,96.00
A2018301,2018-10-28,MCD15A3H,Fpar_500m,0.5200,0.8200,18.0800,0.3000,0.7232,0.0075,0.0867,25,25,100.00
A2018305,2018-11-01,MCD15A3H,Fpar_500m,0.4500,0.5000,0.9500,0.0500,0.4750,0.0006,0.0250,25,2,8.00
A2018309,2018-11-05,MCD15A3H,Fpar_500m,0.3900,0.8000,16.0100,0.4100,0.6404,0.0124,0.1116,25,25,100.00
A2018313,2018-11-09,MCD15A3H,Fpar_500m,0.4500,0.6700,14.1400,0.2200,0.5656,0.0030,0.0546,25,25,100.00
A2018317,2018-11-13,MCD15A3H,Fpar_500m,0.3500,0.6600,12.1600,0.3100,0.4864,0.0082,0.0906,25,25,100.00
A2018321,2018-11-17,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018325,2018-11-21,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018329,2018-11-25,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018333,2018-11-29,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018337,2018-12-03,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018341,2018-12-07,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018345,2018-12-11,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2018349,2018-12-15,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
