date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2014005,2014-01-05,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014009,2014-01-09,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014013,2014-01-13,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014017,2014-01-17,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014021,2014-01-21,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014025,2014-01-25,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014029,2014-01-29,MCD15A3H,Fpar_500m,0.2500,0.5600,12.7300,0.3100,0.5092,0.0041,0.0641,25,25,100.00
A2014033,2014-02-02,MCD15A3H,Fpar_500m,0.4200,0.6900,15.7600,0.2700,0.6304,0.0041,0.0638,25,25,100.00
A2014037,2014-02-06,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014041,2014-02-10,MCD15A3H,Fpar_500m,0.3400,0.6300,14.3400,0.2900,0.5736,0.0038,0.0618,25,25,100.00
A2014045,2014-02-14,MCD15A3H,Fpar_500m,0.4600,0.8200,6.9100,0.3600,0.6910,0.0112,0.1057,25,10,40.00
A2014049,2014-02-18,MCD15A3H,Fpar_500m,0.4400,0.7500,8.9800,0.3100,0.5987,0.0083,0.0908,25,15,60.00
A2014053,2014-02-22,MCD15A3H,Fpar_500m,0.4500,0.7900,1.6900,0.3400,0.5633,0.0257,0.1603,25,3,12.00
A2014057,2014-02-26,MCD15A3H,Fpar_500m,0.4500,0.7600,17.2000,0.3100,0.6880,0.0050,0.0708,25,25,100.00
A2014061,2014-03-02,MCD15A3H,Fpar_500m,0.4600,0.7400,17.2100,0.2800,0.6884,0.0033,0.0572,25,25,100.00
A2014065,2014-03-06,MCD15A3H,Fpar_500m,0.5400,0.8400,19.1800,0.3000,0.7672,0.0049,0.0697,25,25,100.00
A2014069,2014-03-10,MCD15A3H,Fpar_500m,0.5200,0.8200,18.8300,0.3000,0.7532,0.0046,0.0680,25,25,100.00
A2014073,2014-03-14,MCD15A3H,Fpar_500m,0.3600,0.6900,12.8200,0.3300,0.5827,0.0098,0.0992,25,22,88.00
A2014077,2014-03-18,MCD15A3H,Fpar_500m,0.4600,0.7700,17.5800,0.3100,0.7032,0.0068,0.0827,25,25,100.00
A2014081,2014-03-22,MCD15A3H,Fpar_500m,0.2700,0.8600,14.6500,0.5900,0.6104,0.0366,0.1914,25,24,96.00
A2014085,2014-03-26,MCD15A3H,Fpar_500m,0.4700,0.7700,18.0300,0.3000,0.7212,0.0054,0.0735,25,25,100.00
A2014089,2014-03-30,MCD15A3H,Fpar_500m,0.2900,0.5600,11.0300,0.2700,0.4412,0.0047,0.0686,25,25,100.00
A2014093,2014-04-03,MCD15A3H,Fpar_500m,0.4200,0.7800,12.8000,0.3600,0.5120,0.0071,0.0843,25,25,100.00
A2014097,2014-04-07,MCD15A3H,Fpar_500m,0.2700,0.9100,15.0300,0.6400,0.7157,0.0551,0.2348,25,21,84.00
A2014101,2014-04-11,MCD15A3H,Fpar_500m,0.3800,0.7800,11.5400,0.4000,0.5495,0.0097,0.0984,25,21,84.00
A2014105,2014-04-15,MCD15A3H,Fpar_500m,0.5400,0.8900,18.8300,0.3500,0.7532,0.0065,0.0808,25,25,100.00
A2014109,2014-04-19,MCD15A3H,Fpar_500m,0.5300,0.8600,18.7200,0.3300,0.7488,0.0048,0.0694,25,25,100.00
A2014113,2014-04-23,MCD15A3H,Fpar_500m,0.5100,0.7800,17.3800,0.2700,0.6952,0.0035,0.0590,25,25,100.00
A2014117,2014-04-27,MCD15A3H,Fpar_500m,0.2900,0.2900,0.8700,0.0000,0.2900,0.0000,0.0000,25,3,12.00
A2014121,2014-05-01,MCD15A3H,Fpar_500m,0.2500,0.4600,2.9800,0.2100,0.3311,0.0040,0.0631,25,9,36.00
A2014125,2014-05-05,MCD15A3H,Fpar_500m,0.5400,0.7800,16.8600,0.2400,0.6744,0.0045,0.0670,25,25,100.00
A2014129,2014-05-09,MCD15A3H,Fpar_500m,0.2500,0.4000,4.1700,0.1500,0.3208,0.0024,0.0489,25,13,52.00
A2014133,2014-05-13,MCD15A3H,Fpar_500m,0.5500,0.7700,17.2600,0.2200,0.6904,0.0021,0.0461,25,25,100.00
A2014137,2014-05-17,MCD15A3H,Fpar_500m,0.6300,0.8600,18.4500,0.2300,0.7380,0.0021,0.0454,25,25,100.00
A2014141,2014-05-21,MCD15A3H,Fpar_500m,0.2500,0.8200,13.7100,0.5700,0.6855,0.0464,0.2155,25,20,80.00
A2014145,2014-05-25,MCD15A3H,Fpar_500m,0.3800,0.8200,10.9100,0.4400,0.6418,0.0140,0.1185,25,17,68.00
A2014149,2014-05-29,MCD15A3H,Fpar_500m,0.5200,0.9000,12.3000,0.3800,0.7235,0.0163,0.1278,25,17,68.00
A2014153,2014-06-02,MCD15A3H,Fpar_500m,0.3200,0.9200,10.4900,0.6000,0.5828,0.0349,0.1869,25,18,72.00
A2014157,2014-06-06,MCD15A3H,Fpar_500m,0.6000,0.8400,17.4000,0.2400,0.6960,0.0030,0.0548,25,25,100.00
A2014161,2014-06-10,MCD15A3H,Fpar_500m,0.1900,0.9200,17.4500,0.7300,0.7271,0.0203,0.1426,25,24,96.00
A2014165,2014-06-14,MCD15A3H,Fpar_500m,0.3800,0.7900,4.6700,0.4100,0.5189,0.0120,0.1096,25,9,36.00
A2014169,2014-06-18,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014173,2014-06-22,MCD15A3H,Fpar_500m,0.3100,0.9600,8.2400,0.6500,0.5150,0.0281,0.1676,25,16,64.00
A2014177,2014-06-26,MCD15A3H,Fpar_500m,0.2800,0.3500,0.9100,0.0700,0.3033,0.0011,0.0330,25,3,12.00
A2014181,2014-06-30,MCD15A3H,Fpar_500m,0.6700,0.8800,19.3800,0.2100,0.7752,0.0030,0.0551,25,25,100.00
A2014185,2014-07-04,MCD15A3H,Fpar_500m,0.5100,0.5100,0.5100,0.0000,0.5100,0.0000,0.0000,25,1,4.00
A2014189,2014-07-08,MCD15A3H,Fpar_500m,0.3800,0.3800,0.3800,0.0000,0.3800,0.0000,0.0000,25,1,4.00
A2014193,2014-07-12,MCD15A3H,Fpar_500m,0.2200,0.9200,11.9500,0.7000,0.5975,0.0507,0.2251,25,20,80.00
A2014197,2014-07-16,MCD15A3H,Fpar_500m,0.6100,0.9200,19.1700,0.3100,0.7668,0.0065,0.0805,25,25,100.00
A2014201,2014-07-20,MCD15A3H,Fpar_500m,0.7700,0.9300,21.4400,0.1600,0.8576,0.0012,0.0351,25,25,100.00
A2014205,2014-07-24,MCD15A3H,Fpar_500m,0.7000,0.9200,15.1000,0.2200,0.8389,0.0045,0.0671,25,18,72.00
A2014209,2014-07-28,MCD15A3H,Fpar_500m,0.4600,0.9400,20.3300,0.4800,0.8471,0.0145,0.1205,25,24,96.00
A2014213,2014-08-01,MCD15A3H,Fpar_500m,0.4200,0.8500,2.8400,0.4300,0.5680,0.0228,0.1510,25,5,20.00
A2014217,2014-08-05,MCD15A3H,Fpar_500m,0.6400,0.8900,5.3700,0.2500,0.7671,0.0089,0.0945,25,7,28.00
A2014221,2014-08-09,MCD15A3H,Fpar_500m,0.3600,0.5000,2.5800,0.1400,0.4300,0.0031,0.0554,25,6,24.00
A2014225,2014-08-13,MCD15A3H,Fpar_500m,0.7500,0.9500,3.2400,0.2000,0.8100,0.0066,0.0812,25,4,16.00
A2014229,2014-08-17,MCD15A3H,Fpar_500m,0.2100,0.5500,7.4800,0.3400,0.4675,0.0060,0.0776,25,16,64.00
A2014233,2014-08-21,MCD15A3H,Fpar_500m,0.5900,0.9500,18.6900,0.3600,0.8495,0.0087,0.0932,25,22,88.00
A2014237,2014-08-25,MCD15A3H,Fpar_500m,0.4600,0.7400,13.7000,0.2800,0.6227,0.0033,0.0573,25,22,88.00
A2014241,2014-08-29,MCD15A3H,Fpar_500m,0.2700,0.8100,12.0300,0.5400,0.5729,0.0437,0.2090,25,21,84.00
A2014245,2014-09-02,MCD15A3H,Fpar_500m,0.7300,0.9400,21.7700,0.2100,0.8708,0.0015,0.0393,25,25,100.00
A2014249,2014-09-06,MCD15A3H,Fpar_500m,0.7000,0.9500,17.7500,0.2500,0.8875,0.0025,0.0499,25,20,80.00
A2014253,2014-09-10,MCD15A3H,Fpar_500m,0.2600,0.8000,10.4700,0.5400,0.5817,0.0366,0.1913,25,18,72.00
A2014257,2014-09-14,MCD15A3H,Fpar_500m,0.5800,0.9100,18.8300,0.3300,0.7532,0.0046,0.0677,25,25,100.00
A2014261,2014-09-18,MCD15A3H,Fpar_500m,0.7000,0.9200,21.4900,0.2200,0.8596,0.0015,0.0391,25,25,100.00
A2014265,2014-09-22,MCD15A3H,Fpar_500m,0.3700,0.9300,10.5700,0.5600,0.6606,0.0355,0.1883,25,16,64.00
A2014269,2014-09-26,MCD15A3H,Fpar_500m,0.3400,0.9600,21.3400,0.6200,0.8536,0.0136,0.1165,25,25,100.00
A2014273,2014-09-30,MCD15A3H,Fpar_500m,0.5900,0.9500,19.0900,0.3600,0.7636,0.0054,0.0733,25,25,100.00
A2014277,2014-10-04,MCD15A3H,Fpar_500m,0.7000,0.9200,21.1700,0.2200,0.8468,0.0012,0.0353,25,25,100.00
A2014281,2014-10-08,MCD15A3H,Fpar_500m,0.3500,0.8400,13.5600,0.4900,0.7137,0.0133,0.1154,25,19,76.00
A2014285,2014-10-12,MCD15A3H,Fpar_500m,0.4900,0.7200,4.2700,0.2300,0.6100,0.0076,0.0872,25,7,28.00
A2014289,2014-10-16,MCD15A3H,Fpar_500m,0.4200,0.7300,13.3400,0.3100,0.6064,0.0143,0.1195,25,22,88.00
A2014293,2014-10-20,MCD15A3H,Fpar_500m,0.4300,0.8300,17.1300,0.4000,0.6852,0.0123,0.1111,25,25,100.00
A2014297,2014-10-24,MCD15A3H,Fpar_500m,0.4000,0.5900,13.6000,0.1900,0.5440,0.0018,0.0427,25,25,100.00
A2014301,2014-10-28,MCD15A3H,Fpar_500m,0.4500,0.7200,16.6500,0.2700,0.6660,0.0047,0.0684,25,25,100.00
A2014305,2014-11-01,MCD15A3H,Fpar_500m,0.5800,0.8100,19.2300,0.2300,0.7692,0.0027,0.0522,25,25,100.00
A2014309,2014-11-05,MCD15A3H,Fpar_500m,0.3500,0.5700,12.4400,0.2200,0.4976,0.0026,0.0509,25,25,100.00
A2014313,2014-11-09,MCD15A3H,Fpar_500m,0.4500,0.7800,17.2300,0.3300,0.6892,0.0070,0.0837,25,25,100.00
A2014317,2014-11-13,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014321,2014-11-17,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014325,2014-11-21,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014329,2014-11-25,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014333,2014-11-29,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014337,2014-12-03,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014341,2014-12-07,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014345,2014-12-11,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014349,2014-12-15,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014353,2014-12-19,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014357,2014-12-23,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014361,2014-12-27,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
A2014365,2014-12-31,MCD15A3H,Fpar_500m,,,,,,,,25,0,0.00
